acquisition_orientation	autocorrelation_model	b0_unwarping_software	coordinate_space	echo_time	field_of_view	field_strength	flip_angle	full_dataset_url	functional_coregistered_to_structural	functional_coregistration_method	group_comparison	group_description	group_estimation_type	group_inference_type	group_model_multilevel	group_model_type	group_modeling_software	group_repeated_measures	group_repeated_measures_method	handedness	hemodynamic_response_function	high_pass_filter_method	inclusion_exclusion_criteria	interpolation_method	intersubject_registration_software	intersubject_transformation_type	intrasubject_estimation_type	intrasubject_model_type	intrasubject_modeling_software	length_of_blocks	length_of_runs	length_of_trials	matrix_size	motion_correction_interpolation	motion_correction_metric	motion_correction_reference	motion_correction_software	nonlinear_transform_type	number_of_experimental_units	number_of_images	number_of_imaging_runs	number_of_rejected_subjects	object_image_type	optimization	optimization_method	order_of_acquisition	order_of_preprocessing_operations	orthogonalization_description	parallel_imaging	proportion_male_subjects	pulse_sequence	quality_control	repetition_time	resampled_voxel_size	scanner_make	scanner_model	skip_distance	slice_thickness	slice_timing_correction_software	smoothing_fwhm	smoothing_type	software_package	software_version	subject_age_max	subject_age_mean	subject_age_min	target_resolution	target_template_image	transform_similarity_metric	type_of_design	used_b0_unwarping	used_dispersion_derivatives	used_high_pass_filter	used_intersubject_registration	used_motion_correction	used_motion_regressors	used_motion_susceptibiity_correction	used_orthogonalization	used_reaction_time_regressor	used_slice_timing_correction	used_smoothing	used_temporal_derivatives	doi	pmid	year	title	source_title
																																								5.0																																											10.1093/brain/awt049	23485851.0	2013	Exploring The Cortical And Subcortical Functional Magnetic Resonance Imaging Changes Associated With Freezing In Parkinson's Disease	Brain
								https://openneuro.org/datasets/ds000157			True																													62.0																																											10.1016/j.bbr.2013.03.041	23578759.0	2013	Allured Or Alarmed: Counteractive Control Responses To Food Temptations In The Brain	Behavioural Brain Research
																																								6.0																																											10.1002/hbm.22321	23760982.0	2013	The Role Of Dysfunctional Attentional Control Networks In Visual Misperceptions In Parkinson's Disease	Human Brain Mapping
																																								11.0																																											10.1162/jocn_a_00520	24236763.0	2014	Representation, Control, Or Reasoning? Distinct Functions For Theory Of Mind Within The Medial Prefrontal Cortex	Journal Of Cognitive Neuroscience
																																								6.0																																											10.1093/cercor/bht307	24243619.0	2013	Neural Correlates Of Explicit Social Judgments On Vocal Stimuli	Cerebral Cortex
																																																																																			10.1016/j.pain.2013.11.008	24269492.0	2014	Differential Brain Activity In Subjects With Painful Trigeminal Neuropathy And Painful Temporomandibular Disorder	Pain
																																								4.0																																											10.3389/fnhum.2013.00734	24282397.0	2013	The Default Modes Of Reading: Modulation Of Posterior Cingulate And Medial Prefrontal Cortex Connectivity Associated With Comprehension And Task Focus While Reading	Frontiers In Human Neuroscience
																																								6.0																														eventrelated													10.1523/JNEUROSCI.2264-13.2014	24553928.0	2014	Generalized Role For The Cerebellum In Encoding Internal Models: Evidence From Semantic Processing	The Journal Of Neuroscience
																																								30.0	1.0	3.0																						60.0		18.0				other													10.1371/journal.pone.0097176	24824880.0	2014	A Correspondence Between Individual Differences In The Brain's Intrinsic Functional Architecture And The Content And Form Of Self-Generated Thoughts	Plos One
																																								5.0																																											10.1016/j.neuroimage.2014.05.023	24844746.0	2014	Validating The Why/How Contrast For Functional MRI Studies Of Theory Of Mind	NeuroImage
																																								7.0																																											10.1016/j.neuroimage.2014.06.047	24979343.0	2014	Resting State Networks Distinguish Human Ventral Tegmental Area From Substantia Nigra	NeuroImage
	unknown		mni	3.8		3.0	70.0		True		False		REML	randommixedeffects		Factorial design: one sample t-test		False		right	Canonical	128 s	Inclusion criteria: a restraint-score above average or high, age between 18 and 30 years, being right-handed, having a normal weight. Exclusion: Food allergy, eating disorder, many more (see paper). 		SPM8	linear	classical (restricted maximum likelihood)	GLM			789.0	4.5				first image			100.0	3.0	1.0	0.0		False			realignment, coregistration, normalisation, smoothing			0.0	2D-Epi sequence (WIP F4H_EPI_1.6s_30sl_sense2 SENSE)	calculuation of SNR maps, movement figures. 	1400.0	4.0	Philips	Achieva	0.0	4.0		8.0		SPM	8 		21.2					eventrelated	False	False	True	True	True	True		False	False	False	True	False	10.3389/fnins.2014.00308	25324714.0	2014	Activation In Inhibitory Brain Regions During Food Choice Correlates With Temptation Strength And Self-Regulatory Success In Weight-Concerned Women	Frontiers In Neuroscience
																																								7.0																																											10.1016/j.neuropsychologia.2014.12.015	25527113.0	2015	The Special Case Of Self-Perspective Inhibition In Mental, But Not Non-Mental, Representation	Neuropsychologia
											False									right			All participants were native English speakers and were not taking psychotropic medications at the time of the study								590.0	4							3.0	6.0	2.0	0.0		True	https://github.com/spunt/easy-optimize-x					0.4762														31.0	22.86	18.0				eventrelated													10.1162/jocn_a_00785	25603027.0	2015	The Default Mode Of Human Brain Function Primes The Intentional Stance	Journal Of Cognitive Neuroscience
			mni			3.0			True		False		OLS	randommixedeffects		GLM	Neuroelf			right	Canonical	128s	Right handed, healthy, native English speakers, normal or corrected-to-normal vision, no history of neurological disorder, no medications that would interfere with fMRI data collection.		Neuroelf		OLS	GLM	Neuroelf		770.0	10				2			50.0	8.0	2.0	4.0			Random jitter	interleaved				14.0	EPI	Check motion parameters, exclude > 2.8mm in any direction within a run	2.0	3.0	GE	Discovery	0.0	2.9		6.0	Gaussian	SPM via Neuroelf	8	30.0	20.1	18.0	3.0			eventrelated			True		True	True		False	False	True	True		10.1162/jocn_a_00795	25671502.0	2015	Social Norms Shift Behavioral And Neural Responses To Foods	Journal Of Cognitive Neuroscience
																																								6.0																																											10.3389/fnins.2015.00063	25798082.0	2015	Multiple Brain Networks Contribute To The Acquisition Of Bias In Perceptual Decision-Making	Frontiers In Neuroscience
AC-PC			mni	30.0		3.0	70.0	https://dataverse.harvard.edu/dataverse/restAD	True		True					General liner model	custom 	False							SPM	linear					440.0		4096.0						1.0	15.0	220.0									0.57	 echo planar imaging		2080.0	2.0	Siemens	Allegra	1.25	2.5		8.0	Gaussian kernel	SPM	8							other	False			True	True		False			True	True		10.1371/journal.pone.0120988	25844531.0	2015	Intrinsic Patterns Of Coupling Between Correlation And Amplitude Of Low-Frequency fMRI Fluctuations Are Disrupted In Degenerative Dementia Mainly Due To Functional Disconnection	Plos One
parallel to the anterior commissure-posterior commissure line				30.0	240.0	3.0	90.0				False			randommixedeffects						right			Right-handed healthy volunteers who could touch type, and were native Japanese speakers with no history of neurological or learning disorderes.		SPM8	linear							64.0							6.0		0.0	T1			ascending			 an inversion recovery-prepared magnetization-prepared rapid acquisition with gradient echo (MPRAGE)	0.5625	single-shot gradient-echo echo planar imaging (EPI) 		2500.0	2.0	Siemens	Tim-Trio with a standard 12-channel head matrix coil	0.0	3.6		8.0	8-mm full-width at half-maximum isotropic Gaussian kernel.	SPM 8		34.0	27.8	23.0				blocked				True							True		10.1371/journal.pone.0134131	26218431.0	2015	The Neural Basis Of Typewriting: A Functional MRI Study	Plos One
																																								16.0																																											10.1371/journal.pone.0134202	26222050.0	2015	Altered Brain Activation During Emotional Face Processing In Relation To Both Diagnosis And Polygenic Risk Of Bipolar Disorder	Plos One
								http://anima.fz-juelich.de/studies/Ray_FrontalPole_CBP_2015																																12.0																																											10.1016/j.neuroimage.2015.07.072	26254112.0	2015	Co-activation Based Parcellation Of The Human Frontal Pole	NeuroImage
																				right																				4.0										0.0																																	10.1371/journal.pone.0136168	26301954.0	2015	Womenâs Preference For A Male Acquaintance Enhances Social Reward Processing Of Material Goods In The Anterior Cingulate Cortex	Plos One
								http://anima.fz-juelich.de/api/studies/Robinson_Hippocampus_2015																																8.0																																											10.1002/hbm.22987	26350954.0	2015	Neurofunctional Topography Of The Human Hippocampus	Human Brain Mapping
																																								3.0																																											10.1016/j.neuroimage.2015.09.063	26434803.0	2016	Adolescent Neurodevelopment Of Cognitive Control And Risk-Taking In Negative Family Contexts	NeuroImage
								http://journal.frontiersin.org/article/10.3389/fnhum.2015.00634/abstract																																2.0																																											10.3389/fnhum.2015.00634	26635585.0	2015	Detection Of Motor Changes In Huntington's Disease Using Dynamic Causal Modeling	Frontiers In Human Neuroscience
axial			mni	60.0	220.0	1.5	90.0		True	align_epi_anat.py script computes the transforms needed to align EPI and anatomical datasets using a cost function designed for this purpose.	False			randommixedeffects		T-test		False		right	double-gamma [Glover, G. H. (1999). Deconvolution of impulse response in event-related BOLD fMRI1. Neuroimage 9, 416–429]		inclusion criteria: right-eyed dominant, normal or corrected-to-normal vision, no physical and psychiatric disorders, non-smokers and drug-free			linear		GLM			2400.0	variable (4,15 s on average)	128.0						598.0	4.0	4.0	0.0	T1	True	To improve sampling rate of the hemodynamic response, the phase of the target was varied relative to the image acquisition.	interleaved	time-shifting, head motion correction, coregistration to abatomical, transformaion into Talairach space, smoothing, masking			0.0	EPI	tSNR measure	3000.0		GE	HDxT	0.0	6.0		8.0	Gaussian	AFNI	AFNI version=AFNI_2011_12_21_1014		23.4			MNI-152 (AFNI, 3dWarp)		eventrelated	False	False	False	True	True	True	False	False	False	True	True	False	10.3389/fnhum.2015.00664	26696871.0	2015	Brain Activations Related To Saccadic Response Conflict Are Not Sensitive To Time On Task	Frontiers In Human Neuroscience
														randommixedeffects						both																				9.0																														other													10.3389/fnhum.2016.00107	27014038.0	2016	Intrinsic Brain Connectivity In Chronic Pain: A Resting-State fMRI Study In Patients With Rheumatoid Arthritis	Frontiers In Human Neuroscience
					192.0	3.0	90.0				False									right											540.0		64.0							19.0		5.0				interleaved				0.26	gradient single-shot echo planar imaging (EPI) sequence		3000.0		GE	Signa Excite HDX.		3.0				FSL	4	25.0	20.3	18.0				other													10.1016/j.bandc.2016.07.003	27662589.0	2016	An Individual Differences Analysis Of The Neurocognitive Architecture Of The Semantic System At Rest	Brain And Cognition
						3.0										regression				right			healthy, right-handed																	5.0										0.55					Tesla GE							FSL	4		22.5					other													10.1016/j.bandc.2017.01.004	28160686.0	2017	Knowing Me, Knowing You: Resting-state Functional Connectivity Of Ventromedial Prefrontal Cortex Dissociates Memory Related To Self From A Familiar Other	Brain And Cognition
								http://anima.fz-juelich.de/studies/Genon_LeftPMd_MultimodalCBP_2017																																20.0																																											10.1016/j.neuroimage.2017.02.034	28213119.0	2018	The Heterogeneity Of The Left Dorsal Premotor Cortex Evidenced By Multimodal Connectivity-Based Parcellation And Functional Characterization	NeuroImage
